(Do Not Modify) Opportunity,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Account,Topic,Estimated signature date,Current BPF Status,Owner,Annual Margin,Total Service Amount,Primary Pillar,Are we shortlisted?,License SaaS ARR,Current BPF Advance Date,Pillar Must Win
b7bccfb7-f9e3-4ed5-9e82-76da1fb211c4,4sg9HhJ7rHv3aOVOHlQqycLVV0VJuSHy+24PqDgvRt0/2Ktet1DCd5AfVoXH1Zl+6x/5I0lDnGu4Oq0hzw4MiQ==,22/1/2026 7:53,Nak Hair,Klaviyo Integration,30/3/2026,Solutioning,Karin Prinsloo,6600.00,50000.00,i2,,6600.00,10/7/2025 14:12,
fb5d8b0d-5267-f011-bec3-00224893addb,gQ9WhNilzyU85P2fuDE/og3RiqSvZ1rJOA1MsByoPp/9Iu3Q/dDYruU4eW6bgF8W+99l8DdDffV4BYJGorsFnQ==,14/12/2025 21:40,Public Transport Authority of Western Australia,Public Transport Authority of Western Australia   CPM ,31/3/2026,Solutioning,Neville Ray,16000.00,45000.00,CPM,,40000.00,1/8/2025 10:08,
1cb3321f-f867-4ad5-b509-0587751caea1,MIM+K7H4KUPYSxkDRSYJN1NbRGYsVnbqHRWu+UbwsJRYow04Dte1xb8YJGaYS4AZTI8kufngJcnNb4astUUwmg==,15/1/2026 21:49,Thales Cyber (prev. Tesserent Cyber),Thales: 50 x V&A - Phase 2 Project,31/3/2026,Solutioning,Karen Linehan,27600.00,0.00,NetSuite,,55200.00,13/1/2026 15:18,No
3277a63e-ac16-4d2c-8e46-0b9a56b604fa,AihvgCWHEYW/x2R1JI32pU/7UdNUKasq6TEsYubLaX7Nam2cTEAEJu3zmwf7zM+/PlDj6NbFsXry/R6iBYY8sg==,20/1/2026 6:19,Steel Build International Pty Ltd (F5AU),Steel Build: Licenses and Implementation,31/3/2026,Contracting,Tony Goh,97440.00,561000.00,NetSuite,Yes,232000.00,22/10/2025 18:56,
b134c5fe-3aa4-4fb7-add2-1dc07103633a,87lItQos6/tf5xIdR8wivbehWZcKiE9HnsMeSyCxejMQLqTnrl7w8szyX2Ti55sDw3WEjdzovKbGL/derWmg/g==,16/1/2026 5:01,ANMAC,New Skills Assessment Platform,31/3/2026,Solutioning,Justin Petrovic,0.00,443113.00,i2,,0.00,12/5/2025 9:07,
231898a7-9e9c-4f57-a0d8-285bdd031565,vM8HMBqML4ytUPH7GiRv6KWxqXzvxaZlZUnEapAUUBBcJbOS0Pra2BQgtWBtj3sKYjFGLYb2/JAk8jFUnes9Jg==,16/12/2025 5:21,Ausworkwear & Safety Proprietary Limited,AWW: Shopify Partner MS,31/3/2026,Qualification,Karen Linehan,0.00,30000.00,COM,,0.00,15/12/2025 15:05,No
fcb21ddc-38c4-4303-ba9b-29145c8fb21b,r5ivK13+bgsjrTw9H+aRnSwPmBra0dvvkQdFKUumaoDbFOu2MvzNXeUBjTm+soafN4/3tYbBgaMK5Ar0WAa1JQ==,17/12/2025 0:33,Denison Gas,Field Service Management Module,31/3/2026,Solutioning,Justin Petrovic,22350.00,0.00,NetSuite,,44700.00,2/12/2025 13:58,
3d6bf7e5-b63c-4b38-93e6-29d46ad87233,6d8fuUiPpV4kTaO9TndyiYmF2kCr/vOXWb0ca16wWZp6kbQeE/LxBX6464Wl2liFCKSSKJm+YcJqN9tOHRklPA==,23/1/2026 5:29,Victorian Legal Services Commissioner,Workday PartnerPlus,31/3/2026,Solutioning,Neville Ray,0.00,12270.00,CPM,,0.00,22/1/2026 15:21,No
c947daa5-8d7c-4755-9621-31c222870c3e,NbhKhUDeDj3i3UOmKUhyjR8AUV6NYIwxQ8MfR64oSzrWFPwG/L5JoBEVvlfc2C2jv646YLIT/tN0u/l0cM/27A==,20/1/2026 12:07,The University of the South Pacific (F5AU),New Finance System for Regional Campuses,31/3/2026,Shortlist,Steve Paea,55200.00,450000.00,NetSuite,Yes,100200.00,30/3/2025 20:56,
c6df393c-9fc0-457b-984b-410e4d043dd7,tqAsyyqR5QG4QY5eYEMQyGyckbZ068TTvjfVNrBg25NmznFfHIUpT2jVoRAJ9jqEpGG4bPvDD9uikImEjCvYwg==,13/11/2025 6:14,Movember Foundation,Movember: AP Automation Project,31/3/2026,Contracting,Karen Linehan,2316.80,0.00,NetSuite,,11584.00,13/11/2025 16:14,
8692c7e1-7524-496c-99fd-4a1ab14d876e,GxWsQIyKSDrgyg4Bb27FzxzqA4J86qmYf6Ua4f2T9Wt2NV9Xe4ZtAJGXuFGXR6uhF4HNDQqXgRh6o50E1dxZXQ==,19/11/2025 5:11,PetSure Australia,CDM,31/3/2026,Qualification,Justin Petrovic,0.00,0.00,CPM,,0.00,16/5/2025 12:14,
e5156af6-2b96-4d96-88a1-4a27059c858a,jESlE1T7hIC8BvOTTE8aHyMUDVuB0XF1hHVGy5fOqqhsS+e+tR/WdY+10n/9ufl6NG8WXMeBu3UU2mDmrKKn5A==,18/1/2026 22:12,Global Traffic Network GTN,GTN Phase 1.1 and Phase 2 (CRM users),31/3/2026,Qualification,Anthony Najafian,15000.00,0.00,NetSuite,,30000.00,6/8/2025 11:08,
f547f95e-e134-4aab-b918-4e487cee0312,gyEgX/llwPC2u27DdLN6a6pNxBlVtm5bmiOioiTAapVlt1A4TgU6+R97EU3e+QzAE/9YXxav8ctJ0ZgmElMuaQ==,22/1/2026 5:29,Eigigu Solutions Corporation,Eigigu: Adv. Procurement Services,31/3/2026,Solutioning,Karen Linehan,0.00,10000.00,NetSuite,,0.00,22/1/2026 10:37,No
a7fde068-83f5-f011-8406-6045bde5d9a3,twtBmeM7VNzFR65v1shecqRu5sfwqa/J+duWFiUZ7wqgx9f17+hvoxU6yGJCc0uruE/As0NRlBMtTAhkI0OQZg==,26/1/2026 10:10,KLEAN KING PTY LTD,KLEAN KING PTY LTD   NetSuite ,31/3/2026,Qualification,Anthony Najafian,22500.00,150000.00,NetSuite,,45000.00,20/1/2026 8:08,No
4cd10e16-0f4c-4ac2-905b-67a60558ce3a,YDcCIuwMnIJs8fihs7cMqNzdc6d1AJIIdf5sby9SOvkFfQXy1qonAmJO44nQWi+iNKMWYDTIaGiSVG/TicwK/Q==,14/12/2025 22:48,Tibaldi (Aust),Tibaldi: WMS Phase 2,31/3/2026,Solutioning,Karen Linehan,0.00,240894.00,NetSuite,,0.00,15/12/2025 8:20,
74f36a92-7b94-4549-adfd-68ab6e2847b3,UB3rw8UFKG5HbqFvYHoAjPkDRyGbTlXbitlcyHhhb0B0rk00LejXn8hNTR1j717FRv6hNtF+gF81WpFxoFFayA==,22/1/2026 0:38,Clipex,Clipex: 2 x SuiteCloud+,31/3/2026,Solutioning,Karen Linehan,16000.00,0.00,NetSuite,,32000.00,16/1/2026 9:27,
ef8d7193-5fab-4650-b3ed-6cab6cfb6197,AD7xZZOLWpTyvWJRH9FDT/1oPySlJTLojjn25d9vps39PkGJkHV6OpGebreCYOud2kvHmuV8if+9yC7+86kKoA==,22/1/2026 6:21,Emprise,Emprise Rental with Shepherd,31/3/2026,Solutioning,Karin Prinsloo,4260.00,0.00,NetSuite,,17040.00,2/12/2025 12:14,No
9b1dfe88-54c0-f011-bbd3-7ced8d322e6e,RPTkPtSWr3SL5oJRKjJZIf36JVmEMJ8hntnKFa0z6mOlPtt2hWaNW3FUTChjdMsA87rY9FwDFgjhRvt4/DbENg==,31/12/2025 3:47,O'Neills Tyres & Autocare,O'Neills Tyre & Autocare   NetSuite ,31/3/2026,Qualification,Tony Goh,42500.00,200000.00,NetSuite,,75000.00,13/11/2025 15:49,
e72d22f8-cfd5-417b-84ef-7d9d7961a2bf,pCqBkxpNLGWmwmkELIMmAiZLsR4RFDrNVMlgEgB9wlNoWZ4CKhXb3E4EQnHxvuZP0fL9ZwKR+9Lr12RTdXGjfg==,5/1/2026 0:39,Denison Gas,Managed Services,31/3/2026,Solutioning,Justin Petrovic,0.00,171000.00,CIS,,0.00,29/11/2025 8:47,No
795e2f19-7c4c-4b81-a9d1-9398b5ad02ba,NE7QDSnTN34a3sEPP8I3JuHj5J7medyHmjX/2jee3ZM7n37thMzxucmzxJ64zWPIJNRvy3OdyrEQ+OVC07V/xA==,13/1/2026 1:55,Tibaldi (Aust),Tibaldi: PartnerPlus - NetSuite,31/3/2026,Contracting,Karen Linehan,0.00,73200.00,NetSuite,,0.00,24/10/2025 15:57,
9c1c12ed-f7a7-42c2-b104-9926c23a5ecc,/TyzMXx5o9RdJZsQiV6aho8n1NJMnPK4oCOqmcnqHzwha2Z3pCD4ZFhe09jkJ3jHqfjdHyki2EmsmhAtqVZHgg==,1/12/2025 5:39,Armadillo (F5AU),Fixed Asset Module,31/3/2026,Qualification,Justin Petrovic,2754.00,10000.00,NetSuite,,5508.00,1/12/2025 14:16,No
8804e412-e6a6-4c66-8e09-bc2ff0238507,gJbaneoznmPTIY9+Wm5PhJR851sAJq+I1e81q2eXcohywQtIe4DcarO3KYv1lYs4AmrakDT1We0Bkc6cU4QatQ==,19/1/2026 2:51,Oz Harvest,Workday/Salesforce Integration,31/3/2026,Contracting,Justin Petrovic,0.00,11660.00,CPM,,0.00,30/10/2025 10:22,
9918485a-13e1-4169-a42b-c05b269e8aaa,XEoll+TOF1sSiif+p8cojDgob9iOr1r1RI+QhTloP/PN00uEFHRL9EIKnRGj2wESPAqmW4WslE4xWTB871xXgA==,17/11/2025 5:06,Uncle Bills (Australia) (F5AU),NetSuite Improvements Phase 2,31/3/2026,Solutioning,Justin Petrovic,0.00,27000.00,NetSuite,,0.00,18/6/2025 11:49,
f0e3c9bb-33ae-45e6-8e0b-c23867c3cee4,J3XlwaW0dN07l4mvkla/ZK7H9ecZlyqY2WeXtfrH2gy1s4bnfp6YipTJ0YonfT00aMXo9IHITmuZZVHT1h4qKQ==,18/11/2025 3:29,Oliver Hume Corporation,OH: Suite Projects,31/3/2026,Solutioning,Karen Linehan,4400.00,0.00,NetSuite,,8800.00,13/11/2025 16:19,
c5eb0d97-8740-4ed8-90fe-c4085d48d2a6,iUGCts1V1bullyELz0/a36pjxA9prqsa0vIQMAnMHyF5w/LRy5rE09dJxR2n4hylvMCM9sfFTb1QhomtOJnmtw==,18/11/2025 5:12,Buildsafe National Services Pty Ltd,BS: NetSuite Health Check,31/3/2026,Qualification,Karen Linehan,0.00,8800.00,NetSuite,,0.00,18/11/2025 12:11,
e5402ac7-ecd6-49ae-a5b8-c58cbf8b0676,h17HQdl/PpRKHuQU4+J0zMkCD4vC58uc13FSA3Sr0qBsdhuhuPK60ers+JvZTyyFnFrc7AgNsyrcqquUJwiuNQ==,25/11/2025 2:06,Nak Hair,NAK Future Tender for MSP,31/3/2026,Qualification,Karin Prinsloo,0.00,0.00,MSP,,0.00,28/8/2025 14:40,
802b10c3-ebe3-4c15-8b3a-c89c6ccfafdf,hX8GqCdPxSSVIaDW0R/eRszDix3OUheAg3/OC4cqOTlTtIpPT2agsHYL7XlS1qBNfJfRpbIPxnHTGs3NUjerXQ==,22/1/2026 6:19,DZG investments,NetSuite Phase 2,31/3/2026,Solutioning,Justin Petrovic,16680.00,0.00,NetSuite,,33360.00,4/12/2025 7:57,No
58fb58c9-70ae-4f57-bc1d-cb34f7ce1dd7,IUaSJF/NZKKMO5Ow45GUjb5B/x5pxdB+cEtM5YoN0Lix1kaGwpvXTi0V5Ur/5MhJ2j5Jb2XWWHdpaZf9wJXx0g==,14/12/2025 23:39,Koko Black Aust,KKB - WO51252 WMS Enh. 1 Carton picking & picking screen - WO,31/3/2026,Solutioning,Karen Linehan,0.00,14110.00,NetSuite,,0.00,5/11/2025 12:30,
8765f765-ef2c-4c93-8490-d3a107ad4551,50m0s6qcZB7cavj/WGgi/WXM7wWWoEgg9SOhm08pgOjTMJSV5w/ktVNGFR+RDtb764tiIQUYj5fOfZzjzgNNMg==,19/1/2026 21:09,Nick Scali Furniture (F5AU),Go Live Implementation Phase,31/3/2026,Solutioning,Justin Petrovic,0.00,800000.00,NetSuite,,0.00,20/10/2025 8:39,
afe0cba8-8f2b-4bf2-836c-d93a897ba7dc,oNmSOZJPAFMptTVNHP5ZZsjYDWMN2tdzgdeYq8Va7ajndjC8PhEcSJ0hm6i4TfvntU8ZJh0ydXt2skReZe0yZQ==,4/12/2025 5:55,Animal Welfare League Of Queensland Inc (AWLQ),AWLQ: MYOB Transition & System Integration,31/3/2026,Qualification,Karen Linehan,0.00,25000.00,NetSuite,,0.00,4/12/2025 14:35,No
ce0878ec-419a-4e1d-80a7-fd0d671ab101,wGxqwJ5ps6x2VwlIhuoLIIp1Bd1YHRHHHIFmFAz6gvAvT23jlxEpMnm6KmXn8R3ykBTd8IRmh4QF9duATWIZ7w==,19/11/2025 5:14,Linktree,AI Agent Co-pilot Reporting,31/3/2026,Qualification,Karen Linehan,0.00,0.00,NetSuite,,0.00,16/6/2025 17:17,
47a10a06-2575-4067-85aa-fda6ac6131e0,pb9IUHeqZf0OdEiteUariWgaNDcH/JnV0s75scxss4NstZ+94UJYWXqILfU3Mr7OaaZ1KVW0BvUuAYqd2aIAbA==,15/1/2026 21:49,Thales Cyber (prev. Tesserent Cyber),Thales: 85 x GA - Phase 2 Project,31/3/2026,Solutioning,Karen Linehan,36720.00,0.00,NetSuite,,73440.00,13/1/2026 15:18,No
e85ffbd9-53be-ee11-9079-000d3acb522b,u6RGtc3M70C8LRCPWpZQOdYr93j50pGlJiKCnLXn2B1/s8DaOsFepNqfQTUxilwDvfoulhzKmJUbXOXQGNTJnA==,19/1/2026 2:50,Compassion Australia,Compassion - WAP,30/4/2026,Qualification,Neville Ray,24000.00,64000.00,CPM,Yes,80000.00,26/10/2025 15:59,
275cdaf1-662f-ef11-840a-000d3ad15599,/WzDYxCAQ1IG0iE6QakJO0ygzpLe86KX3CRlWYNszdIF5skKMfr++hioiNESz5PxJI7R7RReMro9VApaUjtnSw==,27/10/2025 4:54,SDA Church (SA Conference) Ltd,SDA Church (SA Conference) Ltd   CPM ,30/4/2026,Qualification,Neville Ray,0.00,0.00,CPM,,0.00,21/6/2024 10:41,
fec4d9ff-1e75-46d4-be52-0b086083f656,euKaaryQ1GstCd0j3ebEtBH2IeDSqZ35EJRUfNXpy9UEpdo5gFhr5SYKdzvtDoz1ZgPHENi7B3/devhLgg3jBg==,9/1/2026 2:32,Home Trades Hub Australia,Field Service Management Module,30/4/2026,Qualification,Justin Petrovic,23850.00,30000.00,NetSuite,,47700.00,7/3/2025 11:18,
4df6c832-3548-49c6-93f4-0dad2f5b5169,0h+/7f2h9K/7v/qG17g7s2S0T/nspyUlvl5UJ0dXWvX8j6ykQibEXUfL3Ts/PoGvyKg/rriGEPBm18b92rzNaA==,1/12/2025 3:23,Parks Victoria,New Finance System- NetSuite,30/4/2026,Solutioning,Steve Paea,50000.00,200000.00,NetSuite,,100000.00,2/10/2025 12:23,
fe3b7ec0-1e39-4b12-93ff-0feb23a5bdf4,mHeaKb3VYNz1hve4H0GX3jEitgDkTVO4g/brLm3A34YrtW0y+Zy5/cYtGwBZhRcBzhwYDzG5U8t3m90yHMY93A==,15/1/2026 5:07,Sonic Clinical Services,CPM PartnerPlus,30/4/2026,Qualification,Neville Ray,0.00,25800.00,CPM,,0.00,5/12/2025 13:30,
a1e7337a-1c0a-466b-8b00-12cc8f68c118,+6I+6O4nTk4HZs+oglvxNaT0VJXjxkijtqyZI+LyQf/6NmXvTI+JUFxDGK2QHS/Opy+ycPrQP2ljuOMFuSsu4w==,11/1/2026 22:07,SALARY PACKAGING AUSTRALIA PTY LIMITED,SPA: WO Website enhancement and integration,30/4/2026,Solutioning,Karen Linehan,0.00,59736.00,NetSuite,,0.00,24/11/2025 11:57,No
2c9fd5b2-229e-4b05-a698-19d2c8625a20,IkqFxRzggg5VP1ZTx/dqg+8/Iun6wvNfScdLrqkJ9opvrD1ouezo565sTv9EtgTl3rNVqeYpvTzdvh1rOJBOAg==,23/1/2026 5:29,Five Good Friends Pty Ltd,FGF: Suite Projects,30/4/2026,Solutioning,Karen Linehan,4050.00,20000.00,NetSuite,,8100.00,23/1/2026 11:53,No
f0cdf98f-9755-441b-886c-2a6fa26b8b93,qas9avq5UMeX78fwKc16olT4O3ifXWXwD48gEOliSURw8DveycEUFA4GFUxmOTcBZLTp55z9jyKh5MHSzgv4Jg==,17/12/2025 1:05,Bank Vic,New logo - Workday Adaptive Planning,30/4/2026,Solutioning,Neville Ray,22000.00,0.00,CPM,,55000.00,15/12/2025 13:17,
e3f4080a-c242-42aa-bfe9-36bec5040a26,7IwaNfo/Spx6KCZq3apvw19/AQpJxhQnPFjuI7IdrGD9cib/9VL5QLrY78aF4X9oVSiRTxSYlPV/KgIEJDinGw==,22/1/2026 3:59,Growthbuilt,IBM POC,30/4/2026,Qualification,Neville Ray,0.00,23500.00,CPM,,0.00,15/1/2026 15:04,
d942a773-1e18-4cf6-a3e2-380b69f258c6,nsJEheS2pzQZspZlArmMOlmQLZ9SAHmbvGBTZuHNao+FpWXbURwzKg7uZT7evfPx9h6b5gUU9cUnxKyj3/q76g==,23/1/2026 5:29,Forty Winks,Oracle Channel RFP: Forty Winks,30/4/2026,Solutioning,Karen Linehan,0.00,150000.00,NetSuite,,0.00,22/1/2026 15:26,No
025c1038-cb6f-4990-8525-4ca878e8d48b,7iBKWU07MjvefENKmTzlXrlDn1xL2qyeVDKzJbY374UUFcpMGB3OcysAPslwkPaJkPaV+5Fz+qnVVv7QfTDrng==,13/1/2026 5:37,Absolute Equipment,Shopify Migration (Durapac),30/4/2026,Solutioning,Karen Linehan,0.00,125000.00,COM,,0.00,10/11/2025 8:22,
f1511e32-c3da-44fa-a932-821fac023c1e,z1Rka0+8cwt6aT34zZPcIV8beugZKabEHt7q6PYxVkT4ddjT6TtwqlX5ZNcDCWqSST6js6dHWMemDc2kASKLHg==,22/1/2026 1:21,Harvey Norman,Approval+ New Logo,30/4/2026,Solutioning,Justin Petrovic,11000.00,15000.00,ERP,,22000.00,19/1/2026 9:21,No
591ed0c8-3159-415b-8a5f-96576e1f13d3,73JqUnD3wfHU0NRE92iNeNnbmueSsY/XoVj61QAGwApFFnoPHY/X8+FXM5LTAhLY0Cq0kS5XysVzEOifhzTB/A==,16/1/2026 5:31,Billi Australia,NetSuite WMS & Quality Management,30/4/2026,Solutioning,Justin Petrovic,10000.00,0.00,NetSuite,,20000.00,16/1/2026 12:20,No
670ca559-dd2c-447b-b3fa-a140c674f952,Xe+0++vcoDiV6Tn6BAVkuzDXzHLaiaLGuGml3qe+2hV2t25EkT7HFJ0HR85BFvj7h8DBcVIwWQYX3mfwJSKRYQ==,14/12/2025 23:47,Tibaldi (Aust),Tibaldi: Z&C MyPay Users,30/4/2026,Qualification,Karen Linehan,900.00,0.00,NetSuite,,1800.00,16/10/2025 15:14,
b192c037-511f-4ed4-b1c8-b75ee2fac4a1,hgDJ58b79cDBVD6vyX8LAlozsD4u96hdexK0Ca7RPzBN+XcJ+ouVdTI8as9JRKTvKE/CeRk+fC3WDPsUKZuHgA==,2/12/2025 2:36,Charter Hall,CDM Support Services,30/4/2026,Qualification,Neville Ray,0.00,10000.00,CPM,,0.00,2/12/2025 12:36,
982e107c-985a-4c1d-a4bc-c7f76059c29e,7lCPD8vBh/U+uk5ITEF0Wsv4BVY4BxcHOW3fzP9HdhdCrjI26LyJH0MHLa5gy0arRU7IE9KJsGYVAePuOX7plA==,13/1/2026 2:12,Vicon Transfers/Velflex,Velflex: Fixed Asset Management,30/4/2026,Qualification,Karen Linehan,896.71,0.00,NetSuite,,1793.41,12/1/2026 13:36,No
61e87696-5d5e-402f-ad48-d5f6a62d67fe,T9Uiaf75AWwYFRW5ZaVI1oBLUiulE7ITceZ3OBBpggXF3l40f51jQw684UGx333ygMBeqZggSTXU6MLcNxTwFA==,15/1/2026 3:47,Denison Gas,SmartCount Module,30/4/2026,Contracting,Justin Petrovic,3000.00,5400.00,NetSuite,,6000.00,10/4/2025 9:00,
7968c2e4-45b7-4646-84f9-e667278465eb,Kx/+/RVzyZAg4A6hkI2fDVOL5jFctcWnJ7J34XkLCpHlACXynfnHcCY7mui2zv9GFTa7w0m1AdjnoVIvraRslA==,15/1/2026 22:07,InfoXchange,InfoXchange: Premium Tier,30/4/2026,Qualification,Karen Linehan,5400.00,0.00,NetSuite,,36000.00,14/1/2026 11:02,No
e2d268db-44b0-4392-9992-ebcdaf2c5547,5Ct0cdhrts/kJWNczlPWz8eiAPFegB8dAcySbVqwYodT940b75baaZjYsuHTkF92BYi9dhp1DzvyuQnZnMMw1Q==,20/1/2026 3:51,Lighting Partners,NetSuite Analytics Warehouse,30/4/2026,Solutioning,Justin Petrovic,13500.00,0.00,NetSuite,,27000.00,12/8/2025 14:28,
4e025137-8463-f011-bec1-000d3a6b16d8,U45ijhnB5g6IC9GAgHRk43Z70PoAbxtTSTJ1gPzSavOSuA2FaZWPnrD1hO1QyhZdSBSzxLk9GIvWQYpfv6WVIw==,9/12/2025 23:58,tint.melbourne,tint.melbourne   NetSuite ,29/5/2026,Solutioning,Steve Paea,30000.00,150000.00,NetSuite,,60000.00,24/7/2025 10:59,
38457ed8-3129-ef11-840a-00224899087e,jniRqXW2EObuJdf3KXvkQkgqjVWBIPKV1+ZSqIGtLmIZMFIsggr5LHv6iROZCt8BHm85uItoGTizn+QGiAL0cA==,27/10/2025 4:55,Sana Living,New logo - Workday Adaptive Planning,29/5/2026,Solutioning,Neville Ray,20800.00,90000.00,CPM,Yes,52000.00,17/3/2025 10:20,
fdc916fd-c145-4c19-8511-43fb4ace8f4b,NCgn/iQ51xotFtYntZgmqdLy4ART24ePZzjPxN5ZlyAmDKlvT2gFYbNvzAKXNiWulLlIlZ1LPBPhbmqJPRGOIA==,15/12/2025 21:18,Northline,New NetSuite Northline,29/5/2026,Solutioning,Anthony Najafian,90000.00,200000.00,NetSuite,,180000.00,28/10/2024 6:29,
ec9cdf66-94d1-f011-bbd3-7ced8da2b14d,wX6YzXtFaeeZLzxOs9tqLhO7/huxOwprPntVOw1xU25U9mY17XkLG2jc7DMiGGJnf+AwSBHs7uqw5118YPkefA==,5/12/2025 6:00,Ashley Cooper Construction,Ashley Cooper Construction   NetSuite,29/5/2026,Qualification,Tony Goh,20000.00,60000.00,NetSuite,,40000.00,5/12/2025 14:39,No
89efc0e7-0500-4fb6-9cc5-a8717f99e6bb,uNdz++FHGk+qEsnJR4s79nTMaEdSRV1NWlk/ldz1Cqo7jxUglTOMiyzHiKaqWRj68MWqlqtBWRbjBhW8SqiBSw==,26/11/2025 1:24,Allianz Australia (F5AU),IBM to Cloud,29/5/2026,Qualification,Neville Ray,213382.04,160000.00,CPM,,851643.03,13/11/2025 12:58,
630289e8-7105-42a2-bc72-ba61bc638b91,A/MbsBUCXKnWLaTzL+CtW3YrlbsgbUMK9ZskNYsmGa8+5S8cb9L5GXXDcmX+8zqf7DO0rFCj/zOfUbhWV1e/CQ==,14/11/2025 5:00,Intex International,Intex: WMS Implementation,29/5/2026,Qualification,Karen Linehan,10000.00,50000.00,NetSuite,,20000.00,15/9/2025 12:13,
3b9b98ae-26f6-48c1-90c7-ce8de1e86436,jwpZsQyv9TnV4e/YcEa4wxB02H42U+cLYITek3kYW23B9icC6fQQZi3jESQkmk8gtKfm0ahImB3MOx3VFUrHUA==,25/11/2025 2:58,Supply Network/MultiSpares Limited,CDM Annual Report Creation + Upgrade,29/5/2026,Qualification,Neville Ray,0.00,18500.00,CPM,,0.00,25/11/2025 12:58,
aaa9d6e0-733f-48d1-819e-d1b1a930dd78,A7Vu7TnjJufnuTvS0a+/84V9dXyaPuonuOI97UToxysuQb+FqXiOvwDCIcV+EujqT6O4RNFdIL0MKMdlNLVz/Q==,18/1/2026 4:36,Zurich,IBM PA,29/5/2026,Qualification,Neville Ray,24000.00,19000.00,CPM,,92000.00,26/10/2025 15:56,
f9fb95e9-aafe-4df5-aa67-2b6be5db7186,wR4AXlYUD7Fu3EtDFwr4mqVThNfYgXlE8zxL2P30Y5vAR4/eprI1k8gfCzncZNRGeGxgyy6tJLHgR3hQQBskkg==,15/1/2026 5:05,Infranexus,WAP 2nd Instance,30/5/2026,Solutioning,Neville Ray,6845.00,0.00,CPM,,17045.00,13/8/2025 16:48,
89ad7921-2d64-ef11-a670-000d3ad1a609,S7fYiFK/IdqR8ytg0+BGDynkegx/oJKzgZQxatm7zwi7L9T44ZXuhcNK+Qy9ab08n7tBSYe7vsuDsvj+jaJTcA==,22/1/2026 7:44,Access Group Australia,"Access FSM, Adv Inventory",31/5/2026,Solutioning,Karin Prinsloo,26073.00,50000.00,NetSuite,,52146.00,24/10/2025 16:58,
d9b83357-3f53-4685-8267-26cb8c56d5cc,DIoj79w7RLIezrnJi5QaM01RASlcXgoA3JPfdtxtQcUk0G99Kqe22QculK+8LzDi0WDdiJM1ZUFNtAq4FZAgKA==,18/1/2026 23:20,Zagame Corporation Pty Ltd,Zagame: NSAW,31/5/2026,Qualification,Karen Linehan,12500.00,0.00,NetSuite,,25000.00,8/10/2025 14:10,
c90657f4-34ea-438e-bac6-296cfc6cba42,hsp3MEtcEsv3nXFG5ZYxZJliVR5fTobwlYg9n1GrKVbFo4TMZYZPTa7hmLRFCkjlCQqZrz6lNpQoP5kKK9nuqg==,18/1/2026 21:54,Oz Harvest,NetSuite RFP Opportunity,31/5/2026,Qualification,Anthony Najafian,20000.00,150000.00,NetSuite,,40000.00,21/9/2025 15:01,
fee1034e-af3f-4d61-b078-2b602aee2c9d,mSb48baxQmwy8QonGHsPsD1XLA17A2scDqVJ0eix0mG8i7Kbrfy/AvaZvAtKb8ooHeaVAMU0HS/B5T3kIUIGxg==,18/1/2026 23:20,BirdLife Australia,Birdlife: NSAW,31/5/2026,Qualification,Karen Linehan,13500.00,0.00,NetSuite,,27000.00,13/11/2025 16:11,
a760743d-a2c5-473e-9c70-6a3b1ee08935,W+hqaUdf7PSRonP+5x2+wgmJAkOSoCSoDnsyx5l1pkVKK40jtqrJ8VT49hqGYSlM6NSiHE1f+jTHyFIAuS+xnQ==,14/12/2025 22:49,InfoXchange,InfoXchange - CRM Implementation,31/5/2026,Qualification,Karen Linehan,0.00,30000.00,NetSuite,,0.00,8/9/2025 14:57,
0118e2fa-8f41-4033-8f6b-7ee2c4426a28,FKceKKgTw22qP4V1rLxuGwHn7aO4DcBiuIl697EBNQLKOaKKe2PGrthmepvDx1Olu5Vyzxl9H0XZKSnkTckf7g==,21/1/2026 4:43,Bluefin3,Bluefin3 NetSuite SuiteSuccess Services New,31/5/2026,Solutioning,Karin Prinsloo,60000.00,150000.00,NetSuite,,120000.00,29/10/2025 14:59,
8baf51cc-dd94-4565-8d1c-8cf7e271e94a,//8XUjK3aaJRKULzhx90uhGS/rKxuUTAXR0x9CLJpeymHEdNlB6er0lEzNN5S7b5ReTqPS8al2G9U9N9TuvyEw==,18/1/2026 23:20,Zagame Corporation Pty Ltd,Zagame: NSPB,31/5/2026,Qualification,Karen Linehan,15000.00,0.00,NetSuite,,30000.00,17/10/2025 8:16,
2e82ddf2-599c-458d-b745-c582df4e24b9,Wab+G5BPGQrKEVfwV2ISzXbmkKvl+wVR+EJqTl341QSpWBcQWgufDFy3vyf0eY/FVIK+qBXiDdZWT2+zO5aCLg==,18/1/2026 22:28,Nak Hair,Order Integrations B2B & B2C,31/5/2026,Solutioning,Karin Prinsloo,0.00,106133.00,NetSuite,,0.00,21/2/2025 13:56,
5051057f-616b-4843-945c-e1fb6da88f4f,SgSpMOpK0TFifOvG6pl0H7e1mRycTAjgbO6pwTRtntd0yjpwM/Z/6DvEWL19xOzANIZF0kNH7m/AtLPfTStApg==,13/1/2026 23:36,Australian Industry Trade College,TIS: 1 x contributor seat,31/5/2026,Qualification,Karen Linehan,547.20,0.00,CPM,,1368.00,13/11/2025 16:02,
